addr1,addr2,areacode,booktour,cat1,cat2,cat3,contentid,contenttypeid,createdtime,firstimage,firstimage2,cpyrhtDivCd,mapx,mapy,mlevel,modifiedtime,sigungucode,tel,title,zipcode
경기도 안산시 상록구 본오동,45-6,31,,A02,A0202,A02020700,2863978,12,20221005155740,http://tong.visitkorea.or.kr/cms/resource/69/2863969_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/69/2863969_image3_1.JPG,Type3,126.8741021292,37.2914704176,6,20230209171245,15,,각골공원,15557
경상남도 합천군 가야면 야천로 101,,36,0,A02,A0203,A02030100,538472,12,20080417225018,http://tong.visitkorea.or.kr/cms/resource/70/2484270_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2484270_image2_1.jpg,Type3,128.1395944368,35.7729782070,6,20230823170218,21,,각사산촌행태체험마을,50201
경상남도 사천시 수도골안길 24,(동림동),36,0,A01,A0101,A01010400,129537,12,20070504090000,http://tong.visitkorea.or.kr/cms/resource/78/2031478_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/78/2031478_image3_1.jpg,Type3,128.0749417370,34.9396404117,6,20231214154352,8,,각산,52553
제주특별자치도 서귀포시 호근동 2112,(호근동),39,0,A01,A0101,A01010400,1887368,12,20140121002153,,,,126.5269445463,33.2767800518,6,20231204162753,3,,각시바우오름,63575
충청북도 괴산군 칠성면 각연길 451,,33,0,A02,A0201,A02010800,127241,12,20030813090000,http://tong.visitkorea.or.kr/cms/resource/75/730975_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/75/730975_image3_1.jpg,Type3,127.9274860663,36.7543041419,6,20231110143218,1,,각연사(괴산),28018
충청남도 천안시 동남구 각원사길 245,(안서동),34,0,A02,A0201,A02010800,125885,12,20031205090000,http://tong.visitkorea.or.kr/cms/resource/87/2648687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2648687_image3_1.jpg,Type3,127.1970050154,36.8340789963,6,20230725095840,12,,각원사,31066
전라남도 진도군 조도면 관매작흘도길 6,,38,0,A01,A0101,A01011300,580102,12,20080626025226,,,,126.0510943280,34.2577606440,6,20231207152905,21,,각흘도,58958
충청남도 부여군 임천면 성흥로283번길 31-4,,34,0,A02,A0201,A02010700,1956297,12,20141015192144,,,,126.9083485111,36.1824820312,6,20231208172237,6,,간곡서원,33220
서울특별시 동대문구 서울시립대로2길 59,(답십리동),1,0,A02,A0202,A02020700,2763807,12,20211027233001,,,,127.0490977427,37.5728520032,6,20231213161919,11,,간데메공원,02595
강원특별자치도 고성군 간성읍 진부령로 2659,(간성읍),32,0,A02,A0201,A02010700,126792,12,20020510090000,,,,128.4389748268,38.3778814721,6,20231206144908,2,,간성향교,24727
충청남도 서산시 부석면 간월도리,,34,0,A02,A0205,A02050200,129181,12,20060725090000,http://tong.visitkorea.or.kr/cms/resource/48/188448_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/48/188448_image3_1.jpg,Type3,126.4136207466,36.6057304945,6,20231120180447,7,,간월도 어리굴젓 기념탑,32023
충청남도 서산시 부석면 간월도리,,34,0,A02,A0203,A02030100,129045,12,20060622090000,http://tong.visitkorea.or.kr/cms/resource/20/2518020_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/20/2518020_image2_1.jpg,Type3,126.4227029018,36.6192846446,6,20230610062715,7,,간월도마을,32023
울산광역시 울주군 상북면 간월산길 614,,7,0,A01,A0101,A01010400,128213,12,20041015090000,http://tong.visitkorea.or.kr/cms/resource/17/2038117_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/17/2038117_image3_1.jpg,Type3,129.0480650268,35.5561610255,6,20231122175418,5,,간월산,44952
울산광역시 울주군 상북면 등억알프스로 607-15,,7,0,A01,A0101,A01010600,128205,12,20041014090000,http://tong.visitkorea.or.kr/cms/resource/99/609199_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/99/609199_image3_1.jpg,Type3,129.0560529115,35.5671043874,6,20231122175527,5,,간월산 자연휴양림,44952
충청남도 서산시 부석면 간월도1길 119-29,(부석면),34,0,A02,A0201,A02010800,125880,12,20020408090000,,,,126.4111793532,36.6037195733,6,20231205151344,7,041-664-6624,간월암(서산),32023
울산광역시 울주군 상북면 간월산길 614,,7,0,A01,A0101,A01010500,2723688,12,20210629184852,,,,129.0453821487,35.5482424218,6,20231213130249,5,,간월재,44952
충남 서산시 부석면 창리 265-1,,34,0,A02,A0202,A02020700,2750389,12,20210928185544,,,,126.3771735875,36.6229140032,6,20221226133723,7,,간월호 쉼터공원,
강원특별자치도 속초시 청호동,간이해수욕장,32,,A01,A0101,A01011200,3041720,12,20231116142021,http://tong.visitkorea.or.kr/cms/resource/07/3041707_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/07/3041707_image3_1.jpg,Type3,128.5949549553,38.2042130775,6,20231116142036,5,,간이해변,24886
전라북도 부안군 계화면 양지길 12,,37,0,A02,A0201,A02010700,1608562,12,20120420194659,,,,126.6371856100,35.7943022476,6,20231213144919,6,,간재선생유지,56300
,울산광역시 울주군 서생면 대송리,35,,A01,A0101,A01011400,2946114,12,20230128202842,http://tong.visitkorea.or.kr/cms/resource/16/2947516_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/16/2947516_image3_1.jpg,Type1,0,0,,20230207103145,99,,간절곶,
울산광역시 울주군 서생면 간절곶1길 39-2,,7,0,A01,A0101,A01011600,128022,12,20031215090000,http://tong.visitkorea.or.kr/cms/resource/94/2648694_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/94/2648694_image3_1.jpg,Type3,129.3605738299,35.3589668021,6,20230922143315,5,052-239-6313,간절곶 등대,45015
울산광역시 울주군 서생면 나사리,,7,0,A01,A0101,A01010500,2610509,12,20190711024024,http://tong.visitkorea.or.kr/cms/resource/24/2355124_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/2355124_image2_1.JPG,Type3,129.3492110511,35.3546337414,6,20231122164023,5,,간절곶 소망길,45015
울산광역시 울주군 서생면 대송리,산110-22,7,,A02,A0205,A02050600,2871546,12,20221020113347,http://tong.visitkorea.or.kr/cms/resource/24/2871524_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/24/2871524_image3_1.JPG,Type3,129.3611487843,35.3588057199,6,20230208142308,5,,간절곶소망우체통,45015
강원특별자치도 원주시 소금산길 12,,32,0,A02,A0202,A02020700,126644,12,20030328090000,,,,127.8340575195,37.3646293574,6,20230825111101,9,,간현관광지,26359
전라북도 진안군 정천면 휴양림길 77,,37,0,A01,A0101,A01010900,129681,12,20070813090000,http://tong.visitkorea.or.kr/cms/resource/79/219579_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/219579_image3_1.jpg,Type3,127.4377085322,35.9085419668,6,20231213145129,14,,갈거계곡,55410
경상남도 거창군 북상면,,36,0,A01,A0101,A01010400,1577238,12,20120324024512,,,,127.8160256582,35.7789272818,6,20231123095204,2,,갈계숲,50102
강원특별자치도 강릉시 사천면 중앙서로 62,(사천면),32,0,A02,A0204,A02040600,2511669,12,20171018191334,,,,128.8432831780,37.8245147710,6,20230901181124,1,,갈골한과마을 명인의 집,25434
충청북도 영동군 양산면 호탄리,,33,0,A01,A0101,A01010400,127781,12,20031022090000,http://tong.visitkorea.or.kr/cms/resource/71/2753271_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/71/2753271_image2_1.JPG,Type3,127.6280083624,36.1121138260,6,20231209170052,4,,갈기산,29160
강원특별자치도 삼척시 원덕읍 갈남리 99-20,,32,0,A01,A0101,A01011400,2715990,12,20210511222256,,,,129.3251150597,37.2807757781,6,20230727143654,4,,갈남항,25956
전라남도 해남군 송지면 땅끝마을길 82,,38,0,B02,B0201,B02011000,129024,12,20060621090000,http://tong.visitkorea.or.kr/cms/resource/36/3061236_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/36/3061236_image3_1.jpg,Type3,126.5285847288,34.2998052878,6,20231206183121,23,,갈두마을(땅끝마을),59065
충청남도 태안군 원북면 대기길 12-20,,34,0,A02,A0203,A02030100,2629105,12,20191023022226,http://tong.visitkorea.or.kr/cms/resource/96/2629096_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/96/2629096_image2_1.bmp,Type3,126.2574770059,36.7988972173,6,20231214174813,14,,갈두천권역마을,32112
충청북도 괴산군 칠성면 칠성로10길 547,,33,0,A01,A0101,A01010900,753397,12,20090616184259,http://tong.visitkorea.or.kr/cms/resource/81/2675581_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/81/2675581_image2_1.JPG,Type3,127.8531905026,36.7344745015,6,20231204174406,1,,갈론계곡,28020
제주특별자치도 서귀포시 성산읍 중산간동로,(신풍리),39,0,A01,A0101,A01010500,1887381,12,20140121004604,,,,126.8115590479,33.3870224256,6,20231110102657,3,,갈마못(갈뫼못),63635
경기도 구리시 갈매동,,31,,A02,A0202,A02020700,3007381,12,20230905142814,http://tong.visitkorea.or.kr/cms/resource/32/3000732_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/32/3000732_image3_1.jpg,Type3,127.1185814171,37.6311631455,6,20230905142926,6,,갈매중앙공원,11901
전라남도 보성군 웅치면 봉산리,,38,,A01,A0101,A01010700,3018842,12,20231010141322,http://tong.visitkorea.or.kr/cms/resource/19/3018819_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/19/3018819_image3_1.jpg,Type3,127.0538844612,34.7020883495,6,20231010141505,10,,갈멜정원,59449
경상남도 고성군 고성읍 이당리,,36,0,A01,A0101,A01010600,2613159,12,20190726225107,,,,128.2693627701,34.9727568130,6,20230615144726,3,,갈모봉 산림욕장,52933
전라남도 진도군 조도면 진목도갈목길 10,,38,0,A01,A0101,A01011300,580288,12,20080627180914,,,,125.9471912472,34.3062257853,6,20231213141807,21,,갈목도,58956
충청남도 서천군 마서면 송석리,,34,0,A01,A0101,A01011200,2750364,12,20210928183951,,,,126.6359117813,36.0770449561,6,20230417133133,8,,갈목해변,33650
경기도 의왕시 문화예술로 65,(내손동),31,0,A02,A0202,A02020700,2749170,12,20210924201939,,,,126.9849674131,37.3780068044,6,20230404103340,24,,갈미한글공원,16038
경기도 양평군 양평읍 양평체육공원길 24,,31,0,A01,A0101,A01010500,2755829,12,20211013010323,http://tong.visitkorea.or.kr/cms/resource/85/2756285_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2756285_image2_1.jpg,Type3,127.4973262186,37.4836871538,6,20231013161300,19,,갈산공원,12562
서울 양천구 신정동 162-56,,1,0,A02,A0202,A02020700,1116925,12,20101026223528,http://tong.visitkorea.or.kr/cms/resource/62/2612062_image2_1.bmp,http://tong.visitkorea.or.kr/cms/resource/62/2612062_image2_1.bmp,Type3,126.8684105358,37.5061176314,6,20230714134152,19,,갈산근린공원,08104
충청남도 태안군 근흥면 갈음이길 38-30,,34,0,A01,A0101,A01011200,127311,12,20031211090000,http://tong.visitkorea.or.kr/cms/resource/92/198992_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/92/198992_image3_1.jpg,Type3,126.1639576939,36.6936383292,6,20231207151459,14,,갈음이해수욕장,32131
제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이,,39,0,A02,A0203,A02030200,635593,12,20081010200127,,,,126.3136584209,33.2351423980,6,20231110095910,3,,갈중이(천연염색체험),63528
경상북도 영덕군 창수면 장육사길 363,,35,0,A02,A0201,A02010400,129010,12,20060619090000,,,,129.3218943100,36.5975288568,6,20230413162135,12,,갈천동초가까치구멍집,36402
경상남도 거창군 북상면 송계로 767-34,(북상면),36,0,A02,A0201,A02010700,1577060,12,20120324013740,,,,127.8160978214,35.7808909491,6,20231116122515,2,,갈천서당,50102
경상남도 고성군 대가면 갈천로 620,(대가면),36,0,A02,A0201,A02010700,1959468,12,20141023200356,,,,128.2510123914,35.0480785952,6,20231205145127,3,,갈천서원,52927
강원특별자치도 양양군 서면 구룡령로 1103-66,,32,0,A01,A0101,A01011000,127535,12,20030827090000,http://tong.visitkorea.or.kr/cms/resource/82/738182_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/738182_image3_1.jpg,Type3,128.5029086488,37.9058931889,6,20231115110207,7,033-670-2721,갈천약수터,25040
경기도 군포시 속달로 129-49,(속달동),31,0,A01,A0101,A01011800,2751315,12,20210929231212,,,,126.9046676336,37.3331661279,6,20230209173224,7,,갈치저수지,15890
인천광역시 계양구 황어로 66 (갈현동),,2,,A02,A0202,A02020700,3061205,12,20231128171735,http://tong.visitkorea.or.kr/cms/resource/37/3001237_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/37/3001237_image3_1.jpg,Type3,126.7285768374,37.5777207077,6,20231206181953,2,,갈현체육공원,21002
충청북도 음성군 감곡면 성당길 10,,33,0,A02,A0201,A02010900,1114686,12,20101021190531,http://tong.visitkorea.or.kr/cms/resource/10/1075110_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/10/1075110_image3_1.jpg,Type3,127.6411569266,37.1213983401,6,20231102134112,6,,감곡매괴성모순례지성당,27602
제주특별자치도 서귀포시 안덕면 동광리,산41,39,0,A01,A0101,A01010400,1887493,12,20140121191403,,,,126.3454537144,33.3225554639,6,20231208162012,3,,감낭오름,63523
서울특별시 종로구 율곡로23길 16,(충신동),1,0,A02,A0201,A02010800,294439,12,20071127005251,http://tong.visitkorea.or.kr/cms/resource/85/2031885_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/85/2031885_image3_1.jpg,Type3,127.0066015446,37.5753148419,6,20230412113705,23,,감로암(서울),03099
부산광역시 남구 감만동 626-1,,6,0,A02,A0202,A02020700,2788422,12,20211208023211,,,,129.0687505471,35.1097087416,6,20230622111926,4,,감만시민부두,
경상북도 청도군 금천면 소천길 193,,35,0,A02,A0203,A02030100,548138,12,20080419012543,http://tong.visitkorea.or.kr/cms/resource/03/1967203_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/03/1967203_image3_1.jpg,Type3,128.9006982586,35.7235366389,6,20230610064611,20,,감빛고을,38361
대구광역시 서구 서대구로3길 43,(내당동),4,0,A02,A0202,A02020700,1118418,12,20101028191433,http://tong.visitkorea.or.kr/cms/resource/87/2493687_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/87/2493687_image2_1.jpg,Type3,128.5522334637,35.8586426972,6,20231106163411,6,,감삼못공원,41856
강원특별자치도 삼척시 대학로 9-1 마스터컷,,32,,A02,A0203,A02030400,2820184,12,20220517144326,http://tong.visitkorea.or.kr/cms/resource/70/2820170_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/70/2820170_image2_1.jpg,Type3,129.1633412260,37.4419901843,6,20230703081722,4,,감성공작소,25917
강원특별자치도 화천군 상서면 감성마을길 157,,32,0,A02,A0202,A02020600,2569515,12,20181125015331,http://tong.visitkorea.or.kr/cms/resource/93/2566293_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/93/2566293_image3_1.jpg,Type3,127.5162822381,38.1665774939,6,20230703185130,17,,감성마을 이외수 문학관,24104
제주특별자치도 제주시 구좌읍 평대7길 34,,39,,A02,A0203,A02030100,3056401,12,20231204110507,http://tong.visitkorea.or.kr/cms/resource/82/3056382_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/82/3056382_image3_1.jpg,Type3,126.8432807691,33.5310570194,6,20231204110531,4,,감수굴 밭담길,63360
경기도 파주시 설마천로 238,,31,0,A02,A0205,A02050100,2569511,12,20181125013058,http://tong.visitkorea.or.kr/cms/resource/79/2567379_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/79/2567379_image3_1.jpg,Type3,126.9476076720,37.9382770580,6,20230512181816,27,,감악산 출렁다리,10805
경상남도 거창군 신원면 덕산리 산57번지,,36,0,A02,A0204,A02040400,2796956,12,20211215011527,,,,127.9163995903,35.5912836573,6,20231005172629,2,,감악산 풍력발전단지,
거창군 남상면 무촌리 산295번지 일원(신원면 구사리 산12-1 인근),,36,0,A01,A0101,A01010400,1576464,12,20120323200137,http://tong.visitkorea.or.kr/cms/resource/05/2860205_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/05/2860205_image3_1.jpg,Type3,127.9295566252,35.5964221995,6,20230915154811,2,055-940-3396,감악산(거창),50153
강원특별자치도 원주시 신림면 황둔리,,32,0,A01,A0101,A01010400,125600,12,20030430090000,http://tong.visitkorea.or.kr/cms/resource/73/1536673_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/73/1536673_image3_1.jpg,Type3,128.1500300952,37.2330309839,6,20231122113330,9,,감악산(원주),27108
경기도 파주시 적성면 감골길 48,,31,0,A01,A0101,A01010400,125450,12,20021022090000,,,,126.9520635715,37.9121440779,6,20231205161052,27,,감악산(파주),10805
경상남도 거창군 신원면 연수사길 456,,36,0,A02,A0203,A02030400,2755857,12,20211013014530,http://tong.visitkorea.or.kr/cms/resource/73/2774673_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/73/2774673_image2_1.JPG,Type3,127.9199604172,35.5901644033,6,20230202144940,2,,감악산항노화웰니스체험장,50153
경상북도 성주군 월항면 대산리,,35,0,A02,A0201,A02010800,294441,12,20071127011221,http://tong.visitkorea.or.kr/cms/resource/31/1399731_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/31/1399731_image3_1.jpg,Type3,128.3324840808,35.9346133921,6,20221229134119,10,,감응사(경북),40041
강원특별자치도 평창군 평창읍 고길천로 105,,32,0,A02,A0203,A02030400,2524116,12,20170831090043,http://tong.visitkorea.or.kr/cms/resource/00/2531500_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/00/2531500_image2_1.jpg,Type3,128.4388806611,37.3688513197,6,20231031100358,15,,감자꽃 스튜디오,25370
인천광역시 서구 가정로98번길 18,(가좌동),2,0,A02,A0202,A02020700,2767573,12,20211103190015,http://tong.visitkorea.or.kr/cms/resource/58/2781358_image2_1.jpg,http://tong.visitkorea.or.kr/cms/resource/58/2781358_image2_1.jpg,Type3,126.6736203249,37.4932378921,6,20231106112816,7,,감중공원,22838
부산광역시 영도구 감지길 110,(동삼동),6,0,A01,A0101,A01011200,2785289,12,20211202224528,http://tong.visitkorea.or.kr/cms/resource/18/2798118_image2_1.JPG,http://tong.visitkorea.or.kr/cms/resource/18/2798118_image2_1.JPG,Type3,129.0764900502,35.0625336062,6,20230504104002,14,,감지해변,49126
